sample_id,filename,speed_kmph,speed_mps,distance_m,angle_deg
sample_0000001,VWPassat_30.wav,30.0,8.333333333333334,0.5,0.0
sample_0000002,VWPassat_35.wav,35.0,9.722222222222221,0.5,0.0
sample_0000003,VWPassat_39.wav,39.0,10.833333333333334,0.5,0.0
sample_0000004,VWPassat_40.wav,40.0,11.11111111111111,0.5,0.0
sample_0000005,VWPassat_42.wav,42.0,11.666666666666666,0.5,0.0
sample_0000006,VWPassat_45.wav,45.0,12.5,0.5,0.0
sample_0000007,VWPassat_47.wav,47.0,13.055555555555555,0.5,0.0
sample_0000008,VWPassat_49.wav,49.0,13.61111111111111,0.5,0.0
sample_0000009,VWPassat_50.wav,50.0,13.88888888888889,0.5,0.0
sample_0000010,VWPassat_52.wav,52.0,14.444444444444445,0.5,0.0
sample_0000011,VWPassat_54.wav,54.0,15.0,0.5,0.0
sample_0000012,VWPassat_55.wav,55.0,15.277777777777777,0.5,0.0
sample_0000013,VWPassat_57.wav,57.0,15.833333333333332,0.5,0.0
sample_0000014,VWPassat_60.wav,60.0,16.666666666666668,0.5,0.0
sample_0000015,VWPassat_61.wav,61.0,16.944444444444443,0.5,0.0
sample_0000016,VWPassat_64.wav,64.0,17.77777777777778,0.5,0.0
sample_0000017,VWPassat_65.wav,65.0,18.055555555555554,0.5,0.0
sample_0000018,VWPassat_67.wav,67.0,18.61111111111111,0.5,0.0
sample_0000019,VWPassat_70.wav,70.0,19.444444444444443,0.5,0.0
sample_0000020,VWPassat_71.wav,71.0,19.72222222222222,0.5,0.0
sample_0000021,VWPassat_72.wav,72.0,20.0,0.5,0.0
sample_0000022,VWPassat_73.wav,73.0,20.27777777777778,0.5,0.0
sample_0000023,VWPassat_75.wav,75.0,20.833333333333332,0.5,0.0
sample_0000024,VWPassat_78.wav,78.0,21.666666666666668,0.5,0.0
sample_0000025,VWPassat_80.wav,80.0,22.22222222222222,0.5,0.0
sample_0000026,VWPassat_81.wav,81.0,22.5,0.5,0.0
sample_0000027,VWPassat_82.wav,82.0,22.77777777777778,0.5,0.0
sample_0000028,VWPassat_85.wav,85.0,23.61111111111111,0.5,0.0
sample_0000029,VWPassat_88.wav,88.0,24.444444444444443,0.5,0.0
sample_0000030,VWPassat_90.wav,90.0,25.0,0.5,0.0
sample_0000031,VWPassat_91.wav,91.0,25.27777777777778,0.5,0.0
sample_0000032,VWPassat_94.wav,94.0,26.11111111111111,0.5,0.0
sample_0000033,VWPassat_96.wav,96.0,26.666666666666664,0.5,0.0
sample_0000034,VWPassat_98.wav,98.0,27.22222222222222,0.5,0.0
sample_0000035,VWPassat_100.wav,100.0,27.77777777777778,0.5,0.0
